log_message,severity
2023-10-31T08:13:42.323110+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:31654240): Clearing ORL LNO:1 /redolog/FRET/redo011_1.log Clearing online log 1 of thread 1 sequence number 1867,3
2023-10-31T08:13:42.365303+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:42.374722+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:42.996795+01:00 Completed: alter database recover managed standby database disconnect from session,0
2023-10-31T08:13:46.811461+01:00 TT02 (PID:31654240): Clearing ORL LNO:1 complete,0
2023-10-31T08:13:46.814214+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:46.816056+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:31654240): Clearing ORL LNO:2 /redolog/FRET/redo021_1.log Clearing online log 2 of thread 1 sequence number 1868,3
2023-10-31T08:13:46.821905+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:46.823628+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:51.257352+01:00 TT02 (PID:31654240): Clearing ORL LNO:2 complete,0
2023-10-31T08:13:51.260402+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:51.262389+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:31654240): Clearing ORL LNO:3 /redolog/FRET/redo033_1.log Clearing online log 3 of thread 1 sequence number 1869,3
2023-10-31T08:13:51.268617+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:51.270709+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:55.806193+01:00 TT02 (PID:31654240): Clearing ORL LNO:3 complete,0
2023-10-31T08:13:55.809709+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:55.811875+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:31654240): Clearing ORL LNO:4 /redolog/FRET/redo044_1.log Clearing online log 4 of thread 1 sequence number 1870,3
2023-10-31T08:13:55.817943+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:55.819698+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.609272+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576,0
"2023-10-31T08:13:56.614269+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-19510: failed to set size of 442368 blocks for file ""/redolog/FRET/redo044_1.log"" (block size=512) ORA-27059: could not reduce file size IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 1 ORA-19502: write error on file ""/redolog/FRET/redo044_1.log"", block number 440321 (block size=512) ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576 TT02 (PID:31654240): Clearing ORL LNO:4 complete",2
2023-10-31T08:13:56.618247+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.620082+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:31654240): Clearing ORL LNO:5 /redolog/FRET/redo055_1.log Clearing online log 5 of thread 1 sequence number 1871,3
2023-10-31T08:13:56.625635+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.628069+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.635882+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo055_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:31654240): Clearing ORL LNO:5 complete,3
2023-10-31T08:13:56.640613+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.642428+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:31654240): Clearing ORL LNO:6 /redolog/FRET/redo066_1.log Clearing online log 6 of thread 1 sequence number 1872,3
2023-10-31T08:13:56.648134+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.649918+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:13:56.657260+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo066_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:31654240): Clearing ORL LNO:6 complete,3
2023-10-31T08:14:01.662647+01:00 TT02 (PID:31654240): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:14:01.664179+01:00 TT02 (PID:31654240): All non-current ORLs have been archived,0
2023-10-31T08:14:01.704226+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:14:01.770564+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00367: checksum error in log file header ORA-00316: log 4 of thread 1, type 0 in header is not log file ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log'",2
2023-10-31T08:14:01.774252+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:01.776576+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:01.779030+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:01.781119+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:01.792157+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:14:01.847714+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:01.901904+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:01.920964+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:14:01.975468+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:14:02.029738+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:02.083988+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:02.127091+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:14:02.180748+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:14:02.234257+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:02.289772+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20775170.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:11.783727+01:00 TT02 (PID:31654240): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:14:11.785267+01:00 TT02 (PID:31654240): All non-current ORLs have been archived,0
2023-10-31T08:14:11.789842+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:14:11.791557+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00367: checksum error in log file header ORA-00316: log 4 of thread 1, type 0 in header is not log file ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log'",2
2023-10-31T08:14:11.793905+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:11.795567+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:11.797917+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:11.800099+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:31.802671+01:00 TT02 (PID:31654240): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:14:31.804256+01:00 TT02 (PID:31654240): All non-current ORLs have been archived,0
2023-10-31T08:14:31.808637+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:14:31.810358+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00367: checksum error in log file header ORA-00316: log 4 of thread 1, type 0 in header is not log file ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log'",2
2023-10-31T08:14:31.812930+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:31.814617+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
